,entryId,ruleId,objectType,objectValue
0,{49eb971a-8ef5-4db0-a790-27163447d5c3},{6f3f8bbb-607f-4ed5-96af-51e3428db8f7},User,xxxxx
1,{cf378fd0-ef21-4a17-b101-20ad0909e91a},{6f3f8bbb-607f-4ed5-96af-51e3428db8f7},User,xxxxx
2,{f577a950-ce74-4153-90fd-c79d3bf0eb3d},{466faba8-dddf-4ae5-9871-dabbb600d4f3},User,XXXXXX
3,{428e439f-d8ee-4314-9a8a-92685c4d961c},{466faba8-dddf-4ae5-9871-dabbb600d4f3},User,XXXXXX
4,{a3886e5f-093f-4e9c-812f-d7334d5ee052},{466faba8-dddf-4ae5-9871-dabbb600d4f3},User,XXXXXX
5,{4565ab13-0d58-4a7c-8399-5b65f470ecae},{466faba8-dddf-4ae5-9871-dabbb600d4f3},User,XXXXXX
6,{f7cd79af-e330-4fea-9345-467d9bb51131},{466faba8-dddf-4ae5-9871-dabbb600d4f3},User,XXXXXX
7,{e8e9077f-5111-4a7d-ade6-723c08fd7797},{466faba8-dddf-4ae5-9871-dabbb600d4f3},User,XXXXXX
8,{a3421c37-ac07-4085-9bbd-ec9b4ebbd60e},{466faba8-dddf-4ae5-9871-dabbb600d4f3},User,XXXXXX
9,{e2f263f2-c597-406d-a5f7-9d91909a32c6},{466faba8-dddf-4ae5-9871-dabbb600d4f3},User,XXXXXX
10,{bdd26ee1-4d28-487a-9931-6322ae9e3f91},{540efb7f-1836-4956-8888-5d41d981d6ba},User,XXXXXX
11,{92237bd0-84bf-4d1a-81c0-2507d6274532},{540efb7f-1836-4956-8888-5d41d981d6ba},User,XXXXXX
12,{cd7fb4ed-fe8d-4122-949e-3c8306152978},{540efb7f-1836-4956-8888-5d41d981d6ba},User,XXXXXX
13,{84a53752-fbdc-4e39-b15c-8787130bc6d6},{540efb7f-1836-4956-8888-5d41d981d6ba},User,XXXXXX
14,{873026a4-0c93-4061-b784-b1f7bb43b891},{540efb7f-1836-4956-8888-5d41d981d6ba},User,XXXXXX
15,{77073a70-eacd-4008-b031-9bdce7cb65be},{540efb7f-1836-4956-8888-5d41d981d6ba},User,XXXXXX
16,{9ca73bfa-4ee9-4b2d-acfd-5a2106a83d05},{505e2563-1de8-40aa-b8f9-472a37b2f6ee},User,XXXXXX
17,{927520b9-d12e-4d68-b7e0-d3c0e639a341},{505e2563-1de8-40aa-b8f9-472a37b2f6ee},User,XXXXXX
18,{125f91ef-0253-4846-8532-cc83fe9c3187},{505e2563-1de8-40aa-b8f9-472a37b2f6ee},User,XXXXXX
19,{6597a4ba-f8e7-4cf2-a184-4e17cc7c3a62},{505e2563-1de8-40aa-b8f9-472a37b2f6ee},User,XXXXXX
20,{79fca045-f064-4d07-8b25-213687f3ee75},{505e2563-1de8-40aa-b8f9-472a37b2f6ee},User,XXXXXX
21,{8db057be-a510-4efe-b8b4-d64e9c5848c3},{505e2563-1de8-40aa-b8f9-472a37b2f6ee},User,XXXXXX
22,{5d660ff3-a19f-47ae-8779-ca6a989d9780},{83c390b6-b01e-4d83-8834-c8015a2316f2},User,xxxxxxxx
23,{49eb971a-8ef5-4db0-a790-27163447d5c3},{6f3f8bbb-607f-4ed5-96af-51e3428db8f7},User,xxxxx
24,{cf378fd0-ef21-4a17-b101-20ad0909e91a},{6f3f8bbb-607f-4ed5-96af-51e3428db8f7},User,xxxxx
25,{5d660ff3-a19f-47ae-8779-ca6a989d9780},{83c390b6-b01e-4d83-8834-c8015a2316f2},User,xxxxxxxx
26,{49eb971a-8ef5-4db0-a790-27163447d5c3},{6f3f8bbb-607f-4ed5-96af-51e3428db8f7},User,xxxxx
27,{cf378fd0-ef21-4a17-b101-20ad0909e91a},{6f3f8bbb-607f-4ed5-96af-51e3428db8f7},User,xxxxx
28,{9ca73bfa-4ee9-4b2d-acfd-5a2106a83d05},{505e2563-1de8-40aa-b8f9-472a37b2f6ee},User,XXXXXX
29,{927520b9-d12e-4d68-b7e0-d3c0e639a341},{505e2563-1de8-40aa-b8f9-472a37b2f6ee},User,XXXXXX
30,{125f91ef-0253-4846-8532-cc83fe9c3187},{505e2563-1de8-40aa-b8f9-472a37b2f6ee},User,XXXXXX
31,{6597a4ba-f8e7-4cf2-a184-4e17cc7c3a62},{505e2563-1de8-40aa-b8f9-472a37b2f6ee},User,XXXXXX
32,{79fca045-f064-4d07-8b25-213687f3ee75},{505e2563-1de8-40aa-b8f9-472a37b2f6ee},User,XXXXXX
33,{8db057be-a510-4efe-b8b4-d64e9c5848c3},{505e2563-1de8-40aa-b8f9-472a37b2f6ee},User,XXXXXX
34,{bdd26ee1-4d28-487a-9931-6322ae9e3f91},{540efb7f-1836-4956-8888-5d41d981d6ba},User,XXXXXX
35,{92237bd0-84bf-4d1a-81c0-2507d6274532},{540efb7f-1836-4956-8888-5d41d981d6ba},User,XXXXXX
36,{cd7fb4ed-fe8d-4122-949e-3c8306152978},{540efb7f-1836-4956-8888-5d41d981d6ba},User,XXXXXX
37,{84a53752-fbdc-4e39-b15c-8787130bc6d6},{540efb7f-1836-4956-8888-5d41d981d6ba},User,XXXXXX
38,{873026a4-0c93-4061-b784-b1f7bb43b891},{540efb7f-1836-4956-8888-5d41d981d6ba},User,XXXXXX
39,{77073a70-eacd-4008-b031-9bdce7cb65be},{540efb7f-1836-4956-8888-5d41d981d6ba},User,XXXXXX
40,{f577a950-ce74-4153-90fd-c79d3bf0eb3d},{466faba8-dddf-4ae5-9871-dabbb600d4f3},User,XXXXXX
